"method","model","ntrt","corr","nsim","rej_p","reji_p","rejcor_p","pow_p","powi_p","powcor_p","error_p","fail_p","setting","N","cor"
"mmm","glm",50,0.5,10000,0.0094,0.0085,0.9758,0.1127,0.0758,1e-04,0.0157,0,"h02_04_ha8_01_s03",200,0.5
"mmm","glm",50,0.9,10000,0.0211,0.015,0.9761,0.3254,0.0823,0.0103,0.0089,0,"h02_04_ha8_01_s03",200,0.9
"bonf","bglm",25,0,10000,0.0034,0.0034,0.9966,0,0,0,1,0,"h02_04_ha8_002_s03",100,0
"bonf","bglm",25,0.5,10000,0.0045,0.0045,0.9955,0,0,0,1,0,"h02_04_ha8_002_s03",100,0.5
"bonf","bglm",25,0.9,10000,0.0049,0.0035,0.9965,0,0,0,1,0,"h02_04_ha8_002_s03",100,0.9
"bonf","bglm",50,0,10000,0.0048,0.0048,0.9952,0,0,0,1,0,"h02_04_ha8_002_s03",200,0
"bonf","bglm",50,0.5,10000,0.0049,0.0046,0.9954,0,0,0,1,0,"h02_04_ha8_002_s03",200,0.5
"bonf","bglm",50,0.9,10000,0.0053,0.0042,0.9958,0,0,0,1,0,"h02_04_ha8_002_s03",200,0.9
"bonf","glm",25,0,10000,0.0039,0.0039,0.9961,0,0,0,1,0,"h02_04_ha8_002_s03",100,0
"bonf","glm",25,0.5,10000,0.0064,0.0059,0.9941,0,0,0,1,0,"h02_04_ha8_002_s03",100,0.5
"bonf","glm",25,0.9,10000,0.0043,0.0034,0.9966,0,0,0,1,0,"h02_04_ha8_002_s03",100,0.9
"bonf","glm",50,0,10000,0.0084,0.0082,0.9918,0,0,0,1,0,"h02_04_ha8_002_s03",200,0
"bonf","glm",50,0.5,10000,0.0091,0.0088,0.9912,0,0,0,1,0,"h02_04_ha8_002_s03",200,0.5
"bonf","glm",50,0.9,10000,0.0079,0.006,0.994,0,0,0,1,0,"h02_04_ha8_002_s03",200,0.9
"bt","bglm",25,0,10000,0.0389,0.0358,0.9642,5e-04,5e-04,0,1,0,"h02_04_ha8_002_s03",100,0
"bt","bglm",25,0.5,10000,0.041,0.0352,0.9648,8e-04,7e-04,0,1,0,"h02_04_ha8_002_s03",100,0.5
"bt","bglm",25,0.9,10000,0.0595,0.0408,0.9592,0.0016,4e-04,0,1,0,"h02_04_ha8_002_s03",100,0.9
"bt","bglm",50,0,10000,0.0428,0.0396,0.9604,0.0086,0.0086,0,1,0,"h02_04_ha8_002_s03",200,0
"bt","bglm",50,0.5,10000,0.047,0.0416,0.9584,0.011,0.0092,0,1,0,"h02_04_ha8_002_s03",200,0.5
"bt","bglm",50,0.9,10000,0.0617,0.0428,0.9572,0.027,0.0083,0,1,0,"h02_04_ha8_002_s03",200,0.9
"bt","glm",25,0,10000,0.0557,0.051,0.949,0,0,0,1,0,"h02_04_ha8_002_s03",100,0
"bt","glm",25,0.5,10000,0.0652,0.0556,0.9444,0,0,0,1,0,"h02_04_ha8_002_s03",100,0.5
"bt","glm",25,0.9,10000,0.0792,0.0519,0.9481,0,0,0,1,0,"h02_04_ha8_002_s03",100,0.9
"bt","glm",50,0,10000,0.0563,0.05,0.95,0,0,0,1,0,"h02_04_ha8_002_s03",200,0
"bt","glm",50,0.5,10000,0.0612,0.0522,0.9478,0,0,0,1,0,"h02_04_ha8_002_s03",200,0.5
"bt","glm",50,0.9,10000,0.0797,0.0514,0.9486,0,0,0,1,0,"h02_04_ha8_002_s03",200,0.9
"mmm","bglm",25,0,10000,0.0041,0.0041,0.9959,0,0,0,1,0,"h02_04_ha8_002_s03",100,0
"mmm","bglm",25,0.5,10000,0.0059,0.0055,0.9945,0,0,0,1,0,"h02_04_ha8_002_s03",100,0.5
"mmm","bglm",25,0.9,10000,0.0152,0.0106,0.9894,0,0,0,1,0,"h02_04_ha8_002_s03",100,0.9
"mmm","bglm",50,0,10000,0.0054,0.0049,0.9951,0,0,0,1,0,"h02_04_ha8_002_s03",200,0
"mmm","bglm",50,0.5,10000,0.0091,0.0086,0.9914,0,0,0,1,0,"h02_04_ha8_002_s03",200,0.5
"mmm","bglm",50,0.9,10000,0.0176,0.013,0.987,1e-04,1e-04,0,1,0,"h02_04_ha8_002_s03",200,0.9
"mmm","glm",25,0,10000,2e-04,2e-04,0.0701,0,0,0,0.9297,0,"h02_04_ha8_002_s03",100,0
"mmm","glm",25,0.5,10000,0.0012,0.001,0.1847,0,0,0,0.8143,0,"h02_04_ha8_002_s03",100,0.5
"mmm","glm",25,0.9,10000,0.0085,0.0062,0.4719,0,0,0,0.5219,0,"h02_04_ha8_002_s03",100,0.9
"mmm","glm",50,0,10000,0.0013,0.0011,0.1373,0,0,0,0.8616,0,"h02_04_ha8_002_s03",200,0
"mmm","glm",50,0.5,10000,0.0022,0.002,0.2993,0,0,0,0.6987,0,"h02_04_ha8_002_s03",200,0.5
"mmm","glm",50,0.9,10000,0.0146,0.0099,0.52,0,0,0,0.4701,0,"h02_04_ha8_002_s03",200,0.9
"bonf","bglm",25,0,10000,0,0,1,0.0755,0.0691,0,1,0,"h08_01_ha2_04_s03",100,0
"bonf","bglm",25,0.5,10000,0,0,1,0.0693,0.0607,0,1,0,"h08_01_ha2_04_s03",100,0.5
"bonf","bglm",25,0.9,10000,0,0,1,0.0752,0.0476,0,1,0,"h08_01_ha2_04_s03",100,0.9
"bonf","bglm",50,0,10000,4e-04,4e-04,0.9996,0.3328,0.2736,0,1,0,"h08_01_ha2_04_s03",200,0
"bonf","bglm",50,0.5,10000,4e-04,4e-04,0.9996,0.3432,0.2523,0,1,0,"h08_01_ha2_04_s03",200,0.5
"bonf","bglm",50,0.9,10000,1e-04,1e-04,0.9999,0.3342,0.1901,0,1,0,"h08_01_ha2_04_s03",200,0.9
"bonf","glm",25,0,10000,0,0,1,0.1079,0.0959,0,1,0,"h08_01_ha2_04_s03",100,0
"bonf","glm",25,0.5,10000,0,0,1,0.112,0.0915,0,1,0,"h08_01_ha2_04_s03",100,0.5
"bonf","glm",25,0.9,10000,0,0,1,0.099,0.063,0,1,0,"h08_01_ha2_04_s03",100,0.9
"bonf","glm",50,0,10000,0,0,1,0.4513,0.3497,0,1,0,"h08_01_ha2_04_s03",200,0
"bonf","glm",50,0.5,10000,0,0,1,0.454,0.3096,0,1,0,"h08_01_ha2_04_s03",200,0.5
"bonf","glm",50,0.9,10000,1e-04,1e-04,0.9999,0.4635,0.2474,0,1,0,"h08_01_ha2_04_s03",200,0.9
"bt","bglm",25,0,10000,0.0121,0.0121,0.9879,0.3657,0.2854,0,1,0,"h08_01_ha2_04_s03",100,0
"bt","bglm",25,0.5,10000,0.0121,0.0106,0.9894,0.3698,0.2569,0,1,0,"h08_01_ha2_04_s03",100,0.5
"bt","bglm",25,0.9,10000,0.0252,0.0089,0.9911,0.4254,0.2282,0,1,0,"h08_01_ha2_04_s03",100,0.9
"bt","bglm",50,0,10000,0.0229,0.0218,0.9782,0.8403,0.5624,0,1,0,"h08_01_ha2_04_s03",200,0
"bt","bglm",50,0.5,10000,0.0263,0.0216,0.9784,0.8451,0.4966,0,1,0,"h08_01_ha2_04_s03",200,0.5
"bt","bglm",50,0.9,10000,0.0382,0.0145,0.9855,0.9622,0.447,0,1,0,"h08_01_ha2_04_s03",200,0.9
"bt","glm",25,0,10000,9e-04,8e-04,0.9992,0.4392,0.3217,0,1,0,"h08_01_ha2_04_s03",100,0
"bt","glm",25,0.5,10000,0.001,7e-04,0.9993,0.4485,0.2875,0,1,0,"h08_01_ha2_04_s03",100,0.5
"bt","glm",25,0.9,10000,0.001,3e-04,0.9997,0.5434,0.2722,0,1,0,"h08_01_ha2_04_s03",100,0.9
"bt","glm",50,0,10000,0.0066,0.0062,0.9938,0.9224,0.5944,0,1,0,"h08_01_ha2_04_s03",200,0
"bt","glm",50,0.5,10000,0.0064,0.0049,0.9951,0.9701,0.536,0,1,0,"h08_01_ha2_04_s03",200,0.5
"bt","glm",50,0.9,10000,0.0098,0.0042,0.9958,1.1212,0.4968,0,1,0,"h08_01_ha2_04_s03",200,0.9
"mmm","bglm",25,0,10000,1e-04,1e-04,0.9999,0.0824,0.0763,0,1,0,"h08_01_ha2_04_s03",100,0
"mmm","bglm",25,0.5,10000,0,0,1,0.1036,0.0849,0,1,0,"h08_01_ha2_04_s03",100,0.5
"mmm","bglm",25,0.9,10000,0.0025,6e-04,0.9994,0.1893,0.1127,0,1,0,"h08_01_ha2_04_s03",100,0.9
"mmm","bglm",50,0,10000,0.0015,0.0015,0.9985,0.3441,0.2864,0,1,0,"h08_01_ha2_04_s03",200,0
"mmm","bglm",50,0.5,10000,0.0013,0.0011,0.9989,0.371,0.2692,0,1,0,"h08_01_ha2_04_s03",200,0.5
"mmm","bglm",50,0.9,10000,0.0048,0.0022,0.9978,0.574,0.3077,0,1,0,"h08_01_ha2_04_s03",200,0.9
"mmm","glm",25,0,10000,0,0,0.766,0.0784,0.0704,0.0076,0.234,0,"h08_01_ha2_04_s03",100,0
"mmm","glm",25,0.5,10000,0,0,0.8166,0.08,0.0647,0.0098,0.1834,0,"h08_01_ha2_04_s03",100,0.5
"mmm","glm",25,0.9,10000,0,0,0.8971,0.1928,0.1106,0.046,0.1029,0,"h08_01_ha2_04_s03",100,0.9
"mmm","glm",50,0,10000,0,0,0.9834,0.4618,0.3579,0.0715,0.0166,0,"h08_01_ha2_04_s03",200,0
"mmm","glm",50,0.5,10000,0,0,0.9807,0.4851,0.3242,0.0908,0.0193,0,"h08_01_ha2_04_s03",200,0.5
"mmm","glm",50,0.9,10000,7e-04,4e-04,0.9894,0.642,0.3277,0.154,0.0102,0,"h08_01_ha2_04_s03",200,0.9
"bonf","bglm",25,0,10000,0,0,1,0.0675,0.0627,0,1,0,"h08_002_ha2_04_s03",100,0
"bonf","bglm",25,0.5,10000,0,0,1,0.0731,0.0624,0,1,0,"h08_002_ha2_04_s03",100,0.5
"bonf","bglm",25,0.9,10000,0,0,1,0.0685,0.0463,0,1,0,"h08_002_ha2_04_s03",100,0.9
"bonf","bglm",50,0,10000,0,0,1,0.3446,0.282,0,1,0,"h08_002_ha2_04_s03",200,0
"bonf","bglm",50,0.5,10000,0,0,1,0.3342,0.2447,0,1,0,"h08_002_ha2_04_s03",200,0.5
"bonf","bglm",50,0.9,10000,0,0,1,0.3459,0.1939,0,1,0,"h08_002_ha2_04_s03",200,0.9
"bonf","glm",25,0,10000,0,0,1,0.1059,0.094,0,1,0,"h08_002_ha2_04_s03",100,0
"bonf","glm",25,0.5,10000,0,0,1,0.1072,0.0879,0,1,0,"h08_002_ha2_04_s03",100,0.5
"bonf","glm",25,0.9,10000,0,0,1,0.1065,0.0666,0,1,0,"h08_002_ha2_04_s03",100,0.9
"bonf","glm",50,0,10000,0,0,1,0.4524,0.3473,0,1,0,"h08_002_ha2_04_s03",200,0
"bonf","glm",50,0.5,10000,0,0,1,0.4533,0.3073,0,1,0,"h08_002_ha2_04_s03",200,0.5
"bonf","glm",50,0.9,10000,0,0,1,0.4672,0.248,0,1,0,"h08_002_ha2_04_s03",200,0.9
"bt","bglm",25,0,10000,0,0,1,0.3688,0.2882,0,1,0,"h08_002_ha2_04_s03",100,0
"bt","bglm",25,0.5,10000,0,0,1,0.374,0.2581,0,1,0,"h08_002_ha2_04_s03",100,0.5
"bt","bglm",25,0.9,10000,0,0,1,0.4335,0.2283,0,1,0,"h08_002_ha2_04_s03",100,0.9
"bt","bglm",50,0,10000,0,0,1,0.8836,0.5772,0,1,0,"h08_002_ha2_04_s03",200,0
"bt","bglm",50,0.5,10000,0,0,1,0.9286,0.5251,0,1,0,"h08_002_ha2_04_s03",200,0.5
"bt","bglm",50,0.9,10000,1e-04,1e-04,0.9999,1.0821,0.4908,0,1,0,"h08_002_ha2_04_s03",200,0.9
"bt","glm",25,0,10000,0,0,1,0.4377,0.3204,0,1,0,"h08_002_ha2_04_s03",100,0
"bt","glm",25,0.5,10000,0,0,1,0.4623,0.297,0,1,0,"h08_002_ha2_04_s03",100,0.5
"bt","glm",25,0.9,10000,0,0,1,0.5717,0.2792,0,1,0,"h08_002_ha2_04_s03",100,0.9
"bt","glm",50,0,10000,0,0,1,1.0149,0.6266,0,1,0,"h08_002_ha2_04_s03",200,0
"bt","glm",50,0.5,10000,0,0,1,1.052,0.5637,0,1,0,"h08_002_ha2_04_s03",200,0.5
"bt","glm",50,0.9,10000,0,0,1,1.1955,0.5199,0,1,0,"h08_002_ha2_04_s03",200,0.9
"mmm","bglm",25,0,10000,0,0,1,0.102,0.0946,0,1,0,"h08_002_ha2_04_s03",100,0
"mmm","bglm",25,0.5,10000,0,0,1,0.1337,0.1067,0,1,0,"h08_002_ha2_04_s03",100,0.5
"mmm","bglm",25,0.9,10000,0,0,1,0.2312,0.1346,0,1,0,"h08_002_ha2_04_s03",100,0.9
"mmm","bglm",50,0,10000,0,0,1,0.3543,0.2905,0,1,0,"h08_002_ha2_04_s03",200,0
"mmm","bglm",50,0.5,10000,0,0,1,0.4631,0.3168,0,1,0,"h08_002_ha2_04_s03",200,0.5
"mmm","bglm",50,0.9,10000,0,0,1,0.6555,0.3414,0,1,0,"h08_002_ha2_04_s03",200,0.9
"mmm","glm",25,0,10000,0,0,0.0843,0.0051,0.0044,7e-04,0.9157,0,"h08_002_ha2_04_s03",100,0
"mmm","glm",25,0.5,10000,0,0,0.2648,0.0353,0.0238,0.0054,0.7352,0,"h08_002_ha2_04_s03",100,0.5
"mmm","glm",25,0.9,10000,0,0,0.5704,0.1352,0.074,0.0302,0.4296,0,"h08_002_ha2_04_s03",100,0.9
"mmm","glm",50,0,10000,0,0,0.1087,0.0464,0.0367,0.0071,0.8913,0,"h08_002_ha2_04_s03",200,0
"mmm","glm",50,0.5,10000,0,0,0.2811,0.118,0.0772,0.0223,0.7189,0,"h08_002_ha2_04_s03",200,0.5
"mmm","glm",50,0.9,10000,0,0,0.5539,0.4033,0.1935,0.0905,0.4461,0,"h08_002_ha2_04_s03",200,0.9
"bonf","bglm",25,0,10000,0.0113,0.0111,0.9889,0.0036,0.0036,0,1,0,"h08_04_ha2_01_s03",100,0
"bonf","bglm",25,0.5,10000,0.0123,0.0105,0.9895,0.0029,0.0028,0,1,0,"h08_04_ha2_01_s03",100,0.5
"bonf","bglm",25,0.9,10000,0.0151,0.0055,0.9945,0.0044,0.0032,0,1,0,"h08_04_ha2_01_s03",100,0.9
"bonf","bglm",50,0,10000,0.0219,0.0211,0.9789,0.0361,0.0351,0,1,0,"h08_04_ha2_01_s03",200,0
"bonf","bglm",50,0.5,10000,0.0209,0.0177,0.9823,0.0406,0.038,0,1,0,"h08_04_ha2_01_s03",200,0.5
"bonf","bglm",50,0.9,10000,0.0246,0.0086,0.9914,0.0409,0.029,0,1,0,"h08_04_ha2_01_s03",200,0.9
"bonf","glm",25,0,10000,0.0183,0.0179,0.9821,2e-04,2e-04,0,1,0,"h08_04_ha2_01_s03",100,0
"bonf","glm",25,0.5,10000,0.0142,0.0123,0.9877,2e-04,2e-04,0,1,0,"h08_04_ha2_01_s03",100,0.5
"bonf","glm",25,0.9,10000,0.0128,0.0059,0.9941,1e-04,1e-04,0,1,0,"h08_04_ha2_01_s03",100,0.9
"bonf","glm",50,0,10000,0.035,0.0328,0.9672,0.0131,0.0131,0,1,0,"h08_04_ha2_01_s03",200,0
"bonf","glm",50,0.5,10000,0.036,0.0285,0.9715,0.0138,0.0129,0,1,0,"h08_04_ha2_01_s03",200,0.5
"bonf","glm",50,0.9,10000,0.0326,0.0126,0.9874,0.0136,0.01,0,1,0,"h08_04_ha2_01_s03",200,0.9
"bt","bglm",25,0,10000,0.0436,0.0414,0.9586,0.0183,0.018,0,1,0,"h08_04_ha2_01_s03",100,0
"bt","bglm",25,0.5,10000,0.0558,0.0427,0.9573,0.0196,0.0183,0,1,0,"h08_04_ha2_01_s03",100,0.5
"bt","bglm",25,0.9,10000,0.1133,0.0378,0.9622,0.0569,0.0384,0,1,0,"h08_04_ha2_01_s03",100,0.9
"bt","bglm",50,0,10000,0.0349,0.0331,0.9669,0.0715,0.0683,0,1,0,"h08_04_ha2_01_s03",200,0
"bt","bglm",50,0.5,10000,0.0435,0.0369,0.9631,0.0885,0.0757,0,1,0,"h08_04_ha2_01_s03",200,0.5
"bt","bglm",50,0.9,10000,0.1079,0.0378,0.9622,0.1615,0.1019,0,1,0,"h08_04_ha2_01_s03",200,0.9
"bt","glm",25,0,10000,0.0559,0.0516,0.9484,0.0024,0.0023,0,1,0,"h08_04_ha2_01_s03",100,0
"bt","glm",25,0.5,10000,0.0686,0.0521,0.9479,0.0026,0.0026,0,1,0,"h08_04_ha2_01_s03",100,0.5
"bt","glm",25,0.9,10000,0.1648,0.0542,0.9458,0.01,0.0078,0,1,0,"h08_04_ha2_01_s03",100,0.9
"bt","glm",50,0,10000,0.0539,0.0503,0.9497,0.034,0.0333,0,1,0,"h08_04_ha2_01_s03",200,0
"bt","glm",50,0.5,10000,0.0633,0.0501,0.9499,0.045,0.0401,0,1,0,"h08_04_ha2_01_s03",200,0.5
"bt","glm",50,0.9,10000,0.1306,0.0436,0.9564,0.1185,0.0794,0,1,0,"h08_04_ha2_01_s03",200,0.9
"mmm","bglm",25,0,10000,0.0134,0.0129,0.9871,0.0022,0.0022,0,1,0,"h08_04_ha2_01_s03",100,0
"mmm","bglm",25,0.5,10000,0.0162,0.0146,0.9854,0.0043,0.0041,0,1,0,"h08_04_ha2_01_s03",100,0.5
"mmm","bglm",25,0.9,10000,0.0416,0.0163,0.9837,0.0136,0.0098,0,1,0,"h08_04_ha2_01_s03",100,0.9
"mmm","bglm",50,0,10000,0.0221,0.0216,0.9784,0.0445,0.044,0,1,0,"h08_04_ha2_01_s03",200,0
"mmm","bglm",50,0.5,10000,0.0299,0.0251,0.9749,0.0492,0.0445,0,1,0,"h08_04_ha2_01_s03",200,0.5
"mmm","bglm",50,0.9,10000,0.0655,0.0234,0.9766,0.1043,0.069,0,1,0,"h08_04_ha2_01_s03",200,0.9
"mmm","glm",25,0,10000,0.0152,0.0148,0.937,1e-04,1e-04,0,0.0482,0,"h08_04_ha2_01_s03",100,0
"mmm","glm",25,0.5,10000,0.015,0.0123,0.9428,2e-04,2e-04,0,0.0449,0,"h08_04_ha2_01_s03",100,0.5
"mmm","glm",25,0.9,10000,0.0583,0.0194,0.9319,0.0015,0.0011,4e-04,0.0487,0,"h08_04_ha2_01_s03",100,0.9
"mmm","glm",50,0,10000,0.0355,0.0337,0.9624,0.0195,0.0193,2e-04,0.0039,0,"h08_04_ha2_01_s03",200,0
"mmm","glm",50,0.5,10000,0.0395,0.032,0.965,0.0249,0.0237,0.0012,0.003,0,"h08_04_ha2_01_s03",200,0.5
"mmm","glm",50,0.9,10000,0.0871,0.029,0.9657,0.0704,0.0473,0.0215,0.0053,0,"h08_04_ha2_01_s03",200,0.9
"bonf","bglm",25,0,10000,0.0142,0.0136,0.9864,0,0,0,1,0,"h08_04_ha2_002_s03",100,0
"bonf","bglm",25,0.5,10000,0.0138,0.0114,0.9886,0,0,0,1,0,"h08_04_ha2_002_s03",100,0.5
"bonf","bglm",25,0.9,10000,0.0162,0.0058,0.9942,0,0,0,1,0,"h08_04_ha2_002_s03",100,0.9
"bonf","bglm",50,0,10000,0.0215,0.0207,0.9793,0,0,0,1,0,"h08_04_ha2_002_s03",200,0
"bonf","bglm",50,0.5,10000,0.0194,0.0164,0.9836,0,0,0,1,0,"h08_04_ha2_002_s03",200,0.5
"bonf","bglm",50,0.9,10000,0.0231,0.0081,0.9919,0,0,0,1,0,"h08_04_ha2_002_s03",200,0.9
"bonf","glm",25,0,10000,0.0164,0.0157,0.9843,0,0,0,1,0,"h08_04_ha2_002_s03",100,0
"bonf","glm",25,0.5,10000,0.0175,0.0143,0.9857,0,0,0,1,0,"h08_04_ha2_002_s03",100,0.5
"bonf","glm",25,0.9,10000,0.0157,0.0057,0.9943,0,0,0,1,0,"h08_04_ha2_002_s03",100,0.9
"bonf","glm",50,0,10000,0.0367,0.0339,0.9661,0,0,0,1,0,"h08_04_ha2_002_s03",200,0
"bonf","glm",50,0.5,10000,0.036,0.0291,0.9709,0,0,0,1,0,"h08_04_ha2_002_s03",200,0.5
"bonf","glm",50,0.9,10000,0.0369,0.0143,0.9857,0,0,0,1,0,"h08_04_ha2_002_s03",200,0.9
"bt","bglm",25,0,10000,0.04,0.0383,0.9617,0,0,0,1,0,"h08_04_ha2_002_s03",100,0
"bt","bglm",25,0.5,10000,0.0501,0.0396,0.9604,0,0,0,1,0,"h08_04_ha2_002_s03",100,0.5
"bt","bglm",25,0.9,10000,0.1121,0.0387,0.9613,1e-04,1e-04,0,1,0,"h08_04_ha2_002_s03",100,0.9
"bt","bglm",50,0,10000,0.0387,0.036,0.964,0,0,0,1,0,"h08_04_ha2_002_s03",200,0
"bt","bglm",50,0.5,10000,0.0443,0.0366,0.9634,3e-04,3e-04,0,1,0,"h08_04_ha2_002_s03",200,0.5
"bt","bglm",50,0.9,10000,0.1355,0.0428,0.9572,0.0014,0.0011,0,1,0,"h08_04_ha2_002_s03",200,0.9
"bt","glm",25,0,10000,0.0554,0.0523,0.9477,0,0,0,1,0,"h08_04_ha2_002_s03",100,0
"bt","glm",25,0.5,10000,0.071,0.0532,0.9468,0,0,0,1,0,"h08_04_ha2_002_s03",100,0.5
"bt","glm",25,0.9,10000,0.1562,0.0502,0.9498,0,0,0,1,0,"h08_04_ha2_002_s03",100,0.9
"bt","glm",50,0,10000,0.0573,0.0536,0.9464,0,0,0,1,0,"h08_04_ha2_002_s03",200,0
"bt","glm",50,0.5,10000,0.0647,0.0504,0.9496,0,0,0,1,0,"h08_04_ha2_002_s03",200,0.5
"bt","glm",50,0.9,10000,0.1635,0.053,0.947,0,0,0,1,0,"h08_04_ha2_002_s03",200,0.9
"mmm","bglm",25,0,10000,0.0129,0.0127,0.9873,0,0,0,1,0,"h08_04_ha2_002_s03",100,0
"mmm","bglm",25,0.5,10000,0.0188,0.0163,0.9837,0,0,0,1,0,"h08_04_ha2_002_s03",100,0.5
"mmm","bglm",25,0.9,10000,0.0407,0.0166,0.9834,0,0,0,1,0,"h08_04_ha2_002_s03",100,0.9
"mmm","bglm",50,0,10000,0.0199,0.0194,0.9806,0,0,0,1,0,"h08_04_ha2_002_s03",200,0
"mmm","bglm",50,0.5,10000,0.0307,0.025,0.975,0,0,0,1,0,"h08_04_ha2_002_s03",200,0.5
"mmm","bglm",50,0.9,10000,0.0654,0.0248,0.9752,0,0,0,1,0,"h08_04_ha2_002_s03",200,0.9
"mmm","glm",25,0,10000,0.0084,0.0083,0.5547,0,0,0,0.437,0,"h08_04_ha2_002_s03",100,0
"mmm","glm",25,0.5,10000,0.008,0.007,0.5407,0,0,0,0.4523,0,"h08_04_ha2_002_s03",100,0.5
"mmm","glm",25,0.9,10000,0.0276,0.0105,0.651,0,0,0,0.3385,0,"h08_04_ha2_002_s03",100,0.9
"mmm","glm",50,0,10000,0.0208,0.0195,0.6062,0,0,0,0.3743,0,"h08_04_ha2_002_s03",200,0
"mmm","glm",50,0.5,10000,0.0259,0.0199,0.6195,0,0,0,0.3606,0,"h08_04_ha2_002_s03",200,0.5
"mmm","glm",50,0.9,10000,0.0591,0.0193,0.6863,0,0,0,0.2944,0,"h08_04_ha2_002_s03",200,0.9
"bonf","bglm",25,0,10002,0,0,1,0.0396920615876825,0.0385922815436913,0,1,0,"h02_01_ha8_04_d01",100,0
"bonf","bglm",25,0.5,10002,0,0,1,0.0372925414917017,0.0300939812037592,0,1,0,"h02_01_ha8_04_d01",100,0.5
"bonf","bglm",25,0.9,10002,0,0,1,0.0364927014597081,0.0156968606278744,0,1,0,"h02_01_ha8_04_d01",100,0.9
"bonf","bglm",50,0,10002,9.99800039992002e-05,9.99800039992002e-05,0.999900019996001,0.0861827634473105,0.0823835232953409,0,1,0,"h02_01_ha8_04_d01",200,0
"bonf","bglm",50,0.5,10002,0.0001999600079984,0.0001999600079984,0.999800039992002,0.0921815636872625,0.0661867626474705,0,1,0,"h02_01_ha8_04_d01",200,0.5
"bonf","bglm",50,0.9,10002,9.99800039992002e-05,9.99800039992002e-05,0.999900019996001,0.101979604079184,0.0325934813037392,0,1,0,"h02_01_ha8_04_d01",200,0.9
"bonf","glm",25,0,10002,0,0,1,0.0480903819236153,0.0466906618676265,0,1,0,"h02_01_ha8_04_d01",100,0
"bonf","glm",25,0.5,10002,0,0,1,0.0478904219156169,0.0375924815036993,0,1,0,"h02_01_ha8_04_d01",100,0.5
"bonf","glm",25,0.9,10002,0,0,1,0.0478904219156169,0.016496700659868,0,1,0,"h02_01_ha8_04_d01",100,0.9
"bonf","glm",50,0,10002,0,0,1,0.147870425914817,0.135372925414917,0,1,0,"h02_01_ha8_04_d01",200,0
"bonf","glm",50,0.5,10002,0,0,1,0.150769846030794,0.098380323935213,0,1,0,"h02_01_ha8_04_d01",200,0.5
"bonf","glm",50,0.9,10002,0,0,1,0.140171965606879,0.0437912417516497,0,1,0,"h02_01_ha8_04_d01",200,0.9
"bt","bglm",25,0,10002,0.0002999400119976,0.0002999400119976,0.999700059988002,0.0866826634673065,0.0818836232753449,0,1,0,"h02_01_ha8_04_d01",100,0
"bt","bglm",25,0.5,10002,0.0001999600079984,0.0001999600079984,0.999800039992002,0.106178764247151,0.0780843831233753,0,1,0,"h02_01_ha8_04_d01",100,0.5
"bt","bglm",25,0.9,10002,0.001499700059988,0.0010997800439912,0.998900219956009,0.256848630273945,0.0719856028794241,0,1,0,"h02_01_ha8_04_d01",100,0.9
"bt","bglm",50,0,10002,0.000699860027994401,0.000699860027994401,0.999300139972006,0.153269346130774,0.139772045590882,0,1,0,"h02_01_ha8_04_d01",200,0
"bt","bglm",50,0.5,10002,0.0001999600079984,0.0001999600079984,0.999800039992002,0.18496300739852,0.121575684863027,0,1,0,"h02_01_ha8_04_d01",200,0.5
"bt","bglm",50,0.9,10002,0.00579884023195361,0.00369926014797041,0.99630073985203,0.368926214757049,0.101979604079184,0,1,0,"h02_01_ha8_04_d01",200,0.9
"bt","glm",25,0,10002,0,0,1,0.113677264547091,0.104379124175165,0,1,0,"h02_01_ha8_04_d01",100,0
"bt","glm",25,0.5,10002,0,0,1,0.134273145370926,0.092381523695261,0,1,0,"h02_01_ha8_04_d01",100,0.5
"bt","glm",25,0.9,10002,9.99800039992002e-05,9.99800039992002e-05,0.999900019996001,0.285542891421716,0.0815836832633473,0,1,0,"h02_01_ha8_04_d01",100,0.9
"bt","glm",50,0,10002,0,0,1,0.199160167966407,0.174065186962607,0,1,0,"h02_01_ha8_04_d01",200,0
"bt","glm",50,0.5,10002,9.99800039992002e-05,9.99800039992002e-05,0.999900019996001,0.219456108778244,0.144071185762847,0,1,0,"h02_01_ha8_04_d01",200,0.5
"bt","glm",50,0.9,10002,0.0011997600479904,0.000999800039992002,0.999000199960008,0.457308538292342,0.119076184763047,0,1,0,"h02_01_ha8_04_d01",200,0.9
"mmm","bglm",25,0,10002,0,0,1,0.0416916616676665,0.0401919616076785,0,1,0,"h02_01_ha8_04_d01",100,0
"mmm","bglm",25,0.5,10002,0,0,1,0.0462907418516297,0.0342931413717257,0,1,0,"h02_01_ha8_04_d01",100,0.5
"mmm","bglm",25,0.9,10002,0.0001999600079984,0.0001999600079984,0.999800039992002,0.120675864827035,0.0380923815236953,0,1,0,"h02_01_ha8_04_d01",100,0.9
"mmm","bglm",50,0,10002,0.0002999400119976,0.0002999400119976,0.999700059988002,0.102379524095181,0.096880623875225,0,1,0,"h02_01_ha8_04_d01",200,0
"mmm","bglm",50,0.5,10002,0.0001999600079984,0.0001999600079984,0.999800039992002,0.142271545690862,0.099380123975205,0,1,0,"h02_01_ha8_04_d01",200,0.5
